,Unnamed: 0,season,episode_number,episode_title,author,quote
17283,22122,4,17,The Free Porn,Monica,How did it go with Frank and Alice?
27069,33348,6,14,Chandler Can`t Cry,Joey,(sitting at the kitchen table with his back to the TV) You sick bastards!
19323,24465,5,3,Hundredth,Monica,"So, why wait `til Saturday, are you free tomorrow?"
10320,13399,3,8,The Giant Poking Device,Monica,You okay?
20674,26059,5,10,The Inappropriate Sister,Chandler,Why?
13860,17894,3,25,At The Beach,Rachel,"(pause) He is, isnt he? I dont know, I dont know, I mean maybe its just being here at the beach together or, I dont know. But its like something... (shes interrupted by the sound of Bonnie entering)"
48440,59028,10,14,Princess Consuela,Ross,"No seriously. I have job security for life. You know, I never have to worry. (Rachel starts crying) Oh, look at you. Look how happy you are for me."
34857,42508,7,23,Chandler And Monica`s Wedding,Joey,I would sooner die in this hellhole then see her back with you!
11288,14556,3,12,All The Jealousy,Rachel,"Noo, I y`know I don`t see why she has to play with you, that`s all. I mean doesn`t she have any y`know other stripper moms friends of her own?"
24050,29937,5,23,In Vegas,Monica,"Yep, we wanna get married!"
10963,14156,3,11,Chandler Can`t Remember Which Sister,Monica,What is the worse part?
13004,16760,3,21,The Chick And The Duck,Ross,(entering carrying a garment bag) Hey!
36756,44893,8,8,The Stripper,Monica,"So dont think of it as a bachelor party, think of it as aa two month anniversary present."
41328,50300,9,6,The Male Nanny,Phoebe,"(excited) No! It`s a great time, come in...! WOW, hi... Oh my gosh! What are you doing here? Are you back from Minsk?"
9635,12564,3,5,Frank Jr.,Phoebe,This is everybody. This is Ross.
1125,1368,1,6,The Butt,Monica,"We`re kidding. C`mon, tell us!"
8854,11665,3,1,The Princess Leia Fantasy,Rachel,Pretty much.
37458,45798,8,11,Ross`s Step Forward,Chandler,Hi honey Im home.
23718,29560,5,23,In Vegas,Rachel,"And um, what-what is that Ross?"
7584,10100,2,19,Eddie Won`t Go,Joey,"Fine, make fun. I think it`s jaunty."
23109,28857,5,21,The Ball,Ross,What?
41945,51188,9,9,Rachel`s Phone Number,Monica,"Oh, because, um ... well, Chandler`s going to be home in a couple of days. So, I thought I would, you know, practice the art of seduction."
49368,60128,10,17,"The Last One, Part I & II",Joey,"(yelling) Don`t worry, you guys, we`re gonna get you out of there."
8028,10647,2,21,The Bullies,Ross,Oh yeah.
44143,53774,9,20,The Soap Opera Party,Joey,Me.
8641,11422,2,24,Barry And Mindy`s Wedding,Phoebe,"So how`s your date with your cyberchick going. Ooh, hey, what is all that (points at the computer screen)."
29891,36694,7,2,Rachel`s Book,Chandler,Why are you napping over here instead of over at your place?
18304,23317,4,22,The Worst Best Man Ever,Monica,Hey!
18024,23008,4,20,The Wedding Dresses,Ross,"Oh, Rachel, Im-Im sorry."
27757,34125,6,17,Unagi,Chandler,(momentarily terrified) Maybe well have to listen and see!
47463,57852,10,10,Chandler Gets Caught,Phoebe,You’re just so mean to each other! And I don’t want to end up like that with Rachel. I still like you!
8953,11788,3,2,No One`s Ready,Joey,"Hey, Ross, want some cider?"
10005,13019,3,6,The Flashback,Phoebe,"Okay, its okay."
24866,30795,6,4,Joey Loses His Insurance,Joey,"(entering) Hey Estelle, listen"
5588,7168,2,6,The Baby On The Bus,Rachel,"Ok, you know what, lemme, let me just see what else I can do. All right, look, look. Why don`t you just let her go on after Stephanie whatever-her-name-is. I mean, you won`t even be here. You don`t pay her. It`s not gonna cost you anything."
19888,25098,5,6,The Yeti,Joey,"Yeah, you fogged Danny."
24447,30354,6,2,Ross Hugs Rachel,Chandler,Hey!
48964,59667,10,16,Rachel`s Going Away Party,Chandler,Monica`s grandmother.
16924,21634,4,15,All The Rugby,Ross,Come on! The time we were all waiting in line for Dances With Wolves and that one guy cut in line in front of us and I just lost it?! Screamed at him! Turned all red! Red Ross!!
10201,13267,3,7,The Race Car Bed,Ross,"What can I do, she doesnt listen to me about renters insurance either."
33546,40982,7,18,Joey`s Award,Ross,Theres this kid in my class who said hes in love with me.
44315,53975,9,21,The Fertility Test,Chandler,"(to Heaven) No no no... I mean, why? why is she here??"
33694,41152,7,19,Ross And Monica`s Cousin,Monica,Subtle guys!
7365,9795,2,17,Eddie Moves In,Ross,I can do that.
20498,25854,5,9,Ross`s Sandwich,Rachel,"Well, honey that was pretty obvious."
9180,12028,3,2,No One`s Ready,Phoebe,How did you do that?
14575,18781,4,4,The Ballroom Dancing,Phoebe,"No, I made myself take an oath. Yeah, no fooling around with clients and umm, always be prepared. Yeah, that ones actually from the Boy Scouts, but it just makes good sense."
13450,17312,3,23,Ross`s Thing,Ross,"Th-th-that`s all it is, a third nipple. Y`know? Just your run-of-the-mill third nipple. Y`know? You can take it off. Just slice that baby right off!"
35751,43660,8,3,Rachel Tells...,Rachel,"Thats it? Well I saw that! Ohh-ohh-oh, thank you."
15731,20191,4,9,They`re Going To Party,Phoebe,"Besides, it might be kinda fun to form the new A-Team."
40480,49292,9,2,Emma Cries,Rachel,"Umm let me think...What do I want, what d-o I w-a-n-t..."
27612,33968,6,15,"That Could Have Been, Part I & II",Rachel,Aw what are you?! A detective?
47068,57388,10,9,The Birth Mother,Joey,"Oh, name one friend of yours that I did that with."
25690,31699,6,8,Ross`s Teeth,Ross,"Still I could tell. She was into me. (Joey rolls his eyes.) Well, why dont you set us up?"
35285,43140,8,2,The Red Sweater,Chandler,Not the disposable cameras from the tables.
36095,44034,8,5,Rachel`s Date,Rachel,I thought I was a complete idiot.
39926,48628,8,23,Rachel Has A Baby,Ross,Thats it. Thats it.
558,697,1,3,The Thumb,Phoebe,Okay.
40589,49410,9,2,Emma Cries,Ross,I broke my thumb.
7471,9943,2,18,Dr. Ramoray Dies,Rachel,"Oh honey, are you jealous of Paolo? Oh, c`mon, I`m so much happier with you than I ever was with him."
44468,54165,9,22,The Donor,Joey,Bye.
27849,34232,6,18,Ross Dates A Student,Joey,"Oh, cause you can just match the evaluation to the exam with the same handwriting and boom, theres your admirer. (Ross is stunned.)"
22376,28004,5,18,Rachel Smokes,Joey,I look more like him than you do! (He winks at Carol.)
24118,30008,6,1,Vegas,Joey,Oh! Tell her shes not marriage material.
6536,8871,2,12,The Superbowl,Rachel,No. [hitting again]
46509,56753,10,6,Ross`s Grant,Rachel,"Oh, don`t be such a baby!"
36926,45107,8,9,The Rumor,Phoebe,Okay. (She starts folding the napkins in half.)
28594,35106,6,21,Ross Meets Elizabeth`s Dad,Ross,"Okay. I can, I can see that. Umm, but I think if you give me umm, one chance I can, I can change your mind."
46638,56920,10,7,The Home Study,Ross,"No wait, okay, okay, I have an idea. I want you to get on the swing, okay? And you`ll see that there`s nothing to be afraid of."
15223,19592,4,7,Chandler Crosses The Line,Chandler,Or Casey.
4509,5898,1,24,Rachel Finds Out,Rachel,I don`t know... sometimes it doesn`t.
4650,6060,2,1,Ross`s New Girlfriend,Joey,"(answering the phone) Hello? Oh, hi. Yeah, hold on a second. Ross, it`s Julie, for you. (Throws him the phone.)"
48239,58785,10,13,Joey Speaks French,Phoebe,"Well, you`re not, (she tries to smile and contain her anger, but loses it) You`re not... you`re not... again, you`re not SPEAKING FRENCH!"
34141,41664,7,21,The Vows,Rachel,"Well, yknow, sometimes that helps. (She realises what that couldve meant.)"
7669,10191,2,19,Eddie Won`t Go,Ross,"Ya know, maybe, maybe I should just go."
19583,24787,5,5,The Kips,Monica,"(entering from her room) Hey, guess what I`m doing this weekend! I`m going to this culinary fair in New Jersey."
45095,54989,9,23,In Barbados,Ross,(apparently unruffled) Oh. Can I... can I ask who?
12732,16393,3,20,The Dullhouse,Rachel,Summer catalogue! (hands him the catalogue)
10870,14042,3,11,Chandler Can`t Remember Which Sister,Phoebe,"Ooh, that is silly. (gets up) Ill go up there, Ill tell him to keep it down."
25019,30983,6,5,Joey`s Porsche,Ross,"Okay Rach, but"
10505,13615,3,9,The Football,Rachel,"Wait, what am I gonna do?"
33189,40563,7,16,The Truth About London,Ross,Hi.
23069,28817,5,21,The Ball,Joey,Ohhh. I thought it was like Long Island.
30353,37183,7,4,Rachel`s Assistant,Rachel,I gotI get a big pay raise!
41312,50277,9,6,The Male Nanny,Phoebe,"Yeah... ooh... wow... Even started to think I`d never meet someone that, you know, I wanted to... do this with. Here you go. (Both Phoebe and Mike look really proud.)"
13826,17856,3,25,At The Beach,Phoebe,"She was acting, she was pretending like she hasnt heard from him on years, but I found this picture on her fridge, and look (shows Monica)! Isnt this what he would look like now?"
14878,19177,4,5,Joey`s New Girlfriend,Rachel,"Why don`t you just marry her? Oh no, wait a minute you can`t, I`m sorry I forgot, she`s not a lesbian."
47228,57598,10,9,The Birth Mother,Monica,"Look, doctor!"
6181,8354,2,11,The Lesbian Wedding,Rachel,"I know. And Mom, I realize you and Daddy were upset when I didn`t marry Barry and get the big house in the suburbs with all the security and everything, but this is just so much better for me, you know?"
35556,43437,8,3,Rachel Tells...,Joey,(whispering to Chandler) Youll tell me later?
25544,31540,6,7,Phoebe Runs,Joey,Uh-uh nothing. I-I-I-I didn`t want you to touch me cause I`m -I`m all sweaty from the workout. I better hit the shower. (Goes into the bathroom and comes back out quickly) Oh my God!
47008,57327,10,8,The Late Thanksgiving,Ross,(looking at Joey`s butt) I`m finding it really hard not to mess with him.
38711,47118,8,17,The Tea Leaves,Joey,Thats crazy!
43377,52879,9,17,The Memorial Service,Rachel,Original.
48434,59021,10,14,Princess Consuela,Ross,But also knowing it means a lot.
13780,17797,3,25,At The Beach,Phoebe,"Oh, yeah, Bob said there might be flood damage."
22590,28274,5,19,Ross Can`t Flirt,Phoebe,This is so cool!
34683,42300,7,23,Chandler And Monica`s Wedding,Rachel,Ugh! (To Phoebe) What grandmother?
39458,48070,8,21,The Cooking Class,Chandler,I cant even believe this! I really come off that badly?
35623,43517,8,3,Rachel Tells...,Monica,Fine. (Starts to walk away then she runs over and grabs an orange before she exits.) Go! Go! Go!
44916,54758,9,23,In Barbados,Rachel,"(to Ross, in a flattering tone) It was really... great!"
37741,46088,8,13,Chandler Takes A Bath,Ross,Really? Me too!
26532,32709,6,12,The Joke,Chandler,Seriously?
39317,47904,8,20,The Baby Shower,Monica,"Okay! I will! Mrs. Green? Mrs. Green! (She ignores Monica and Monica follows her out into the hall with Phoebe in tow.) It is rude to leave a party without saying good-bye to the host! Yeah, and-and also when someone apologizes to you the decent thing to do is to accept it! Now what I did to you, it wasnt on purpose! But what youre during to me now is just plain spiteful!"
43162,52645,9,16,The Boob Job,Chandler,Hey Rach! Ah........ Perfection. (kisses monica) Wouldn`t change a thing. Not a thing.
29872,36675,7,2,Rachel`s Book,Ross,And that should conclusively prove that I had the idea for Jurassic Park first! Now lets take a look at (Phoebe rushes in.)
46805,57120,10,8,The Late Thanksgiving,Ross,"We`re still going at the game, right?"
21245,26708,5,12,Chandler`s Work Laugh,Ross,"Dude, we got to talk."
6198,8374,2,11,The Lesbian Wedding,Chandler,Damn. My mail order grandfather hasn`t come yet.
7898,10474,2,20,uld Yeller Dies,Phoebe,Hey.
39022,47543,8,19,Joey`s Interview,Monica,Joey! Youre doing great!
44115,53741,9,20,The Soap Opera Party,Phoebe,Worse?
13990,18072,4,1,The Jellyfish,Phoebe,"Yeah, well, everybody does! Im a really cool person. And y`know you had 29 years to find that out, but you didnt even try! Y`know what, you walked out on me, and Im just, Im gonna do the same thing to you."
33733,41191,7,19,Ross And Monica`s Cousin,Monica,Hey!
41534,50575,9,7,Ross`s Inappropriate Song,Joey,"Well, I just tape it to the back of my toilet tank. (realises that anyone could have overheard that) I didn`t say that! It`s in a bank guarded by robots!"
42312,51615,9,10,Christmas In Tulsa,Chandler,"Eh, forget about the future and stuff! So we only have two kids, y`know? We`ll pick our favorite and that one will get to go to college."
11877,15329,3,16,The Morning After,Rachel,"Well, we never actually got to dinner."
45866,55916,10,4,The Cake,Joey,"Oh man, this is great, uh? The three of us together again! You know what would be fun? If we gave this present to Emma from all of us!"
20561,25940,5,9,Ross`s Sandwich,Monica,I know.
27823,34204,6,17,Unagi,Ross,"I tired attacking two women, did not work."
43347,52845,9,17,The Memorial Service,Monica,(to Mike) This doesn`t concern you!!
917,1116,1,5,The East German Laundry Detergent,Monica,Ugly Naked Guy`s laying kitchen tile. Eww!
1643,2030,1,9,Underdog Gets Away,Ross,"You`re not serious, I mean, you really... you really talk to it?"
6271,8484,2,11,The Lesbian Wedding,Phoebe,"Yeah, me, too, technically."
24616,30533,6,3,Ross`s Denial,Ross,Uh-huh. (Phoebe grunts.)
29224,35951,6,24,"The Proposal, Part I & II",Phoebe,You just cant stand anyone else enjoying themselves cant you?
30553,37428,7,5,The Engagement Picture,Chandler,And those guys were this (Doing the standard `This Close` gesture) close to lettin us play this time too.
3611,4736,1,20,The Evil Orthodontist,Phoebe,"So, uh, why didn`t you say anything?"
47726,58183,10,11,The Stripper Cries,Rachel,So maybe something in an office.
11952,15412,3,16,The Morning After,Monica,"Now, are you glad we didnt start with the bikini strips?"
30689,37589,7,5,The Engagement Picture,Chandler,Can you people not see me?! (He waves his arms around to get their attention.)
10852,14022,3,10,Rachel Quits,Rachel,"Um, excuse me, everyone. Ah, this is my last night working here, and I ah, just wanted say that I made some really good friends working here, and ah, its just time to move on. (at the counter Gunther starts to cry and runs into the back room) Ah, and no offence to everybody who ah, still works here, you have no idea how good it feels to say that as of this moment I will never have to make coffee again."
17038,21796,4,16,The Fake Party,Rachel,I know!
3464,4548,1,19,The Monkey Gets Away,Rachel,"Well, what`m I gonna do? What`m I gonna do?"
18407,23429,4,22,The Worst Best Man Ever,Joey,Hey
511,630,1,3,The Thumb,Monica,Do you all promise?
15151,19495,4,7,Chandler Crosses The Line,Chandler,Come in!
968,1179,1,5,The East German Laundry Detergent,Ross,"Hey, hey, hey, that`s not the rule and you know it."
5774,7556,2,8,The List,Ross,[impatient] Play it.
8834,11645,3,1,The Princess Leia Fantasy,Joey,"Oh, hey. Come on man, don`t look at me like that, she used to drive you nuts before too, remember?"
19203,24315,5,3,Hundredth,Rachel,I am so gonna miss watching you freak people out like that!
46748,57063,10,8,The Late Thanksgiving,Rachel,Can`t wait!
22304,27927,5,17,Rachel`s Inadvertant Kiss,Monica,Because Phoebe and Gary are in that-can`t-keep-their-hands-off-each-other-doing-it-in-the-park phase!
21036,26462,5,11,All The Resulutions,Phoebe,That`s weird. (Pause.) I bet they`re doing it.
5420,6972,2,5,Five Steaks And An Eggplant,Monica,"It`s on us, all right, so don`t worry. It`s our treat."
6775,9145,2,14,The Prom Video,Ross,I don`t know.
16403,20992,4,13,Rachel`s Crush,Joey,"Well okay, so then youre fine. The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone. Okay? So as long as its hot onstage you got nothing to worry about. Its when the heat goes away, thats when youre in trouble."
